order_id,customer_id,product_id,quantity,order_date
70,375,7,1,2025-08-07 15:11:14
71,408,28,1,2024-01-22 17:05:12
72,292,45,3,2024-06-26 12:09:39
73,154,33,3,2025-06-27 01:38:25
74,547,28,3,2024-07-03 03:14:00
75,293,43,3,2024-03-18 19:04:34
76,446,25,2,2024-07-25 04:43:48
77,125,40,1,2024-07-17 09:56:18
78,136,30,1,2024-03-26 01:11:54
79,589,33,2,2025-01-12 19:11:31
80,126,21,4,2024-08-08 03:50:02
81,600,48,2,2025-08-10 04:26:52
82,104,29,1,2023-11-03 04:33:27
83,367,36,1,2024-11-21 05:19:28
84,240,17,2,2025-07-10 09:05:04
85,203,5,2,2025-06-17 21:34:34
86,497,31,2,2023-09-12 17:40:00
87,571,48,5,2024-09-26 17:42:58
88,812,4,2,2024-01-28 07:51:45
89,699,50,1,2023-08-21 07:28:36
90,409,13,4,2025-06-17 17:18:14
91,424,33,2,2024-04-09 05:43:03
92,66,30,3,2025-06-02 11:55:24
93,396,35,5,2025-04-02 06:27:39
94,430,14,5,2023-09-23 05:10:35
95,773,21,3,2023-12-06 15:03:14
96,109,45,4,2024-06-16 03:09:45
97,788,7,5,2024-08-25 13:16:23
98,164,31,4,2025-06-26 07:15:48
99,236,24,4,2024-05-17 03:28:23
100,988,5,5,2024-01-06 20:41:25
101,827,17,4,2023-09-18 18:23:31
102,361,25,5,2024-08-31 12:40:20
103,662,32,3,2023-11-20 04:32:43
104,793,7,3,2025-03-05 06:48:41
105,102,43,2,2023-08-26 04:39:28
106,302,13,5,2024-03-09 04:23:03
107,642,44,4,2025-06-23 00:09:10
108,19,50,5,2024-03-04 11:25:27
109,307,16,3,2024-10-22 15:07:10
110,141,17,1,2025-01-19 21:41:16
111,717,32,2,2023-12-24 17:21:15
112,193,26,3,2024-01-29 03:11:35
113,759,7,3,2023-10-30 16:08:12
114,264,24,1,2025-04-30 22:40:10
115,324,4,3,2024-08-28 00:20:05
116,359,30,3,2023-12-05 14:05:54
117,512,29,5,2024-05-08 08:05:44
118,689,13,3,2024-12-11 13:57:55
119,338,47,1,2024-09-26 01:28:59
120,327,49,2,2025-07-13 22:45:51
121,697,17,2,2025-05-18 05:41:41
122,892,48,1,2025-01-14 08:47:22
123,626,49,3,2025-06-28 09:39:40
124,487,33,2,2023-11-19 14:05:57
125,325,6,2,2024-01-19 03:32:03
126,292,32,1,2023-12-30 21:41:15
127,997,11,2,2023-10-23 03:23:41
128,686,6,4,2024-07-28 00:23:55
129,828,23,1,2023-11-17 22:46:27
130,249,22,2,2025-04-14 01:19:39
131,4,7,2,2024-12-26 14:19:21
132,548,24,2,2024-08-23 15:33:56
133,99,9,5,2025-07-31 05:59:26
134,917,30,5,2024-11-26 04:39:05
135,258,19,4,2025-08-12 19:58:53
136,68,3,2,2025-05-20 04:20:20
137,600,28,4,2023-11-07 11:50:23
138,18,2,4,2025-04-09 03:36:08
139,912,7,4,2025-01-01 23:51:19
140,150,14,1,2024-11-04 08:08:46
141,54,35,4,2024-02-14 14:56:36
142,206,16,1,2023-09-02 03:57:07
143,464,32,4,2023-10-12 17:02:37
144,343,44,4,2024-01-26 21:19:03
145,139,41,3,2025-05-19 07:02:20
146,683,5,4,2023-09-30 03:58:40
147,706,22,1,2024-05-27 21:29:24
148,51,9,5,2024-07-07 03:29:12
149,66,36,4,2025-07-07 10:11:46
150,600,10,2,2025-01-08 21:46:44
151,352,6,5,2025-03-22 18:55:38
152,576,13,4,2024-02-21 08:51:04
153,700,15,4,2024-07-07 14:10:40
154,533,23,5,2024-03-17 04:37:49
155,574,7,4,2025-05-08 10:21:12
156,707,2,3,2023-12-24 17:44:03
157,136,48,1,2025-05-06 23:36:22
158,581,28,1,2023-12-11 22:22:50
159,860,39,5,2023-11-24 08:51:54
160,505,40,1,2025-03-01 19:59:08
161,931,8,1,2025-05-13 04:36:33
162,336,19,4,2024-01-27 02:18:38
163,346,20,4,2024-03-17 12:00:10
164,521,5,3,2025-02-18 06:50:34
165,152,4,4,2024-08-29 00:40:17
166,71,50,5,2024-12-15 21:07:02
167,491,27,3,2024-02-01 06:18:26
168,662,36,4,2024-03-18 15:31:22
169,136,35,3,2024-05-29 11:50:56
170,111,10,4,2024-04-12 04:58:11
171,91,28,4,2024-09-01 19:20:59
172,818,32,4,2024-04-22 16:53:22
173,829,30,1,2024-03-20 20:23:41
174,335,4,1,2023-09-18 01:01:06
175,399,3,2,2025-01-25 00:14:08
176,412,29,3,2024-06-18 04:49:46
177,603,37,3,2025-08-03 15:03:24
178,903,41,3,2025-06-18 14:03:46
179,228,1,2,2024-09-07 18:01:04
180,615,24,4,2024-12-12 11:50:04
181,195,16,3,2024-04-02 18:05:21
182,144,38,1,2025-02-24 11:12:08
183,972,7,5,2024-12-06 12:19:07
184,351,22,2,2023-10-24 11:46:44
185,252,18,3,2025-01-26 14:08:13
186,182,22,4,2025-02-09 05:10:47
187,116,33,2,2023-12-18 13:46:51
188,487,35,1,2024-01-08 21:21:56
189,102,16,2,2024-06-01 16:35:11
190,993,27,4,2025-07-12 00:11:32
191,854,10,5,2025-01-15 14:33:23
192,260,13,1,2024-07-09 14:50:00
193,57,5,1,2023-09-18 07:54:01
194,434,35,2,2024-12-18 23:20:19
195,114,18,5,2025-03-18 22:28:48
196,201,1,2,2025-02-01 21:29:39
197,617,35,5,2024-03-06 23:12:03
198,98,27,2,2024-04-06 14:03:03
199,330,21,3,2025-04-11 07:27:14
200,300,36,5,2025-08-11 13:44:54
201,615,40,2,2025-04-05 08:43:29
202,512,22,4,2024-10-30 01:04:41
203,57,14,4,2025-06-15 17:37:15
204,770,22,2,2024-04-13 11:36:13
205,792,43,5,2024-11-03 05:21:46
206,391,22,2,2024-12-26 22:19:03
207,749,15,4,2025-08-05 17:33:28
208,577,2,4,2023-08-28 14:21:57
209,29,27,4,2024-09-22 20:00:32
210,964,7,2,2023-12-31 02:16:52
211,334,9,5,2023-12-09 19:54:25
212,108,26,2,2023-10-28 19:03:02
213,137,27,4,2024-08-03 09:24:34
214,332,20,5,2025-05-13 07:00:13
215,852,24,4,2024-10-29 18:09:38
216,36,31,5,2025-01-13 18:29:46
217,517,35,3,2025-04-24 15:15:32
218,472,38,5,2025-06-30 15:32:16
219,427,15,5,2024-07-01 17:35:14
220,557,18,5,2024-06-04 07:29:57
221,670,13,1,2024-03-28 15:52:16
222,468,19,4,2024-04-21 04:34:53
223,730,31,5,2024-07-12 04:13:03
224,356,43,5,2024-04-01 07:55:13
225,323,38,1,2025-06-25 01:26:42
226,818,34,3,2023-11-26 08:29:46
227,133,8,4,2024-10-29 08:07:52
228,946,24,5,2024-10-18 12:35:50
229,495,30,1,2024-09-20 09:14:35
230,915,11,2,2025-01-29 23:56:52
231,566,36,4,2023-12-10 11:19:38
232,792,18,3,2024-04-28 09:51:14
233,934,27,5,2023-10-13 14:09:10
234,786,34,3,2024-12-20 11:43:43
235,905,19,3,2025-07-02 04:18:31
236,702,45,2,2023-11-04 09:06:32
237,137,44,3,2024-09-27 09:22:05
238,329,14,4,2025-01-20 07:17:02
239,592,22,5,2024-03-14 19:05:01
240,687,25,3,2024-11-20 19:32:45
241,368,14,5,2024-09-11 02:58:24
242,561,17,5,2025-05-21 19:21:56
243,246,9,3,2024-12-20 07:41:41
244,749,23,2,2024-07-20 21:46:48
245,188,2,4,2025-04-14 13:54:46
246,992,3,2,2025-08-17 09:08:03
247,938,40,4,2025-01-27 21:50:08
248,187,23,2,2024-09-01 21:59:48
249,293,33,1,2023-12-24 06:44:31
250,49,14,4,2023-11-17 00:58:08
251,702,24,2,2024-05-03 16:57:11
252,898,12,3,2024-04-26 12:18:03
253,544,43,3,2024-03-31 04:29:43
254,986,31,4,2024-08-30 09:57:15
255,413,31,4,2023-11-25 22:19:39
256,517,1,4,2024-08-10 16:19:59
257,457,31,2,2024-10-07 08:28:21
258,848,5,2,2025-01-18 20:28:01
259,534,25,1,2024-10-08 08:28:38
260,915,3,2,2025-07-05 22:38:52
261,86,40,4,2024-03-04 13:44:03
262,439,26,5,2024-06-24 03:42:29
263,488,13,5,2023-12-28 16:28:04
264,47,15,1,2024-05-11 11:41:12
265,199,32,2,2024-11-30 05:45:13
266,254,7,5,2024-02-04 06:21:14
267,186,6,4,2024-01-16 11:17:14
268,13,5,4,2025-08-07 16:35:27
269,767,38,4,2024-08-24 16:56:03
270,389,12,4,2024-12-15 20:06:45
271,291,24,4,2023-10-03 19:05:13
272,301,50,3,2024-10-17 05:26:58
273,492,43,5,2024-10-31 14:21:14
274,809,20,3,2023-12-14 10:08:23
275,408,5,4,2024-11-12 21:49:28
276,672,15,3,2024-11-04 14:19:21
277,764,21,2,2024-09-04 19:52:37
278,590,13,2,2023-12-16 01:03:45
279,250,26,5,2025-08-03 17:15:13
280,998,45,1,2024-07-10 21:11:06
281,448,41,5,2025-02-19 22:10:26
282,375,16,3,2025-01-20 09:44:27
283,977,30,5,2025-05-06 20:26:04
284,843,5,5,2024-01-24 23:07:44
285,448,19,5,2023-10-21 07:45:16
286,4,3,2,2024-07-05 14:48:12
287,310,14,5,2025-03-31 06:58:49
288,788,34,1,2024-08-22 02:57:34
289,42,20,2,2023-12-31 08:49:15
290,391,35,2,2025-02-07 22:43:38
291,478,20,5,2025-04-06 02:15:29
292,255,18,1,2025-03-27 12:40:31
293,802,29,3,2024-01-07 22:35:46
294,221,48,4,2023-10-13 10:18:18
295,500,26,5,2024-02-25 01:03:50
296,956,48,3,2024-08-08 08:27:41
297,373,16,2,2023-11-14 13:36:33
298,654,24,5,2024-12-05 00:24:14
299,544,27,4,2023-10-20 15:44:06
300,700,50,3,2025-05-10 04:16:46
301,851,17,4,2023-12-10 19:18:29
302,240,45,2,2025-08-15 14:56:58
303,927,9,4,2024-07-23 04:28:46
304,504,39,4,2024-05-29 22:59:08
305,263,44,5,2024-01-06 21:01:51
306,951,19,1,2025-03-28 07:49:49
307,775,8,3,2023-10-10 22:02:37
308,312,33,2,2023-10-19 04:11:59
309,22,42,1,2024-01-01 22:42:31
310,40,14,2,2025-07-30 20:20:15
311,733,34,3,2024-04-17 18:43:32
312,180,48,2,2024-04-09 02:23:35
313,758,3,4,2024-09-23 20:06:04
314,582,14,1,2024-01-17 16:19:17
315,219,32,4,2024-03-27 19:52:00
316,779,23,2,2024-09-30 15:04:15
317,833,41,2,2025-03-12 08:51:48
318,195,29,4,2024-06-07 20:34:33
319,532,36,4,2023-11-15 21:13:34
320,230,21,3,2023-11-29 17:46:13
321,681,10,1,2025-03-10 17:02:40
322,105,11,3,2023-08-30 00:03:31
323,451,18,2,2025-06-25 21:18:52
324,735,16,3,2023-09-09 19:19:43
325,725,17,2,2024-07-05 16:37:52
326,657,1,5,2024-09-18 15:57:15
327,312,7,2,2025-03-29 04:37:54
328,273,41,3,2024-07-16 10:26:44
329,14,44,4,2025-05-27 17:20:45
330,725,5,1,2024-11-29 11:31:28
331,638,10,2,2025-04-23 00:21:27
332,843,50,4,2025-06-12 18:03:31
333,188,42,1,2024-09-04 07:35:17
334,744,8,2,2025-03-10 11:49:51
335,131,18,4,2024-09-20 02:41:40
336,727,39,1,2024-09-19 14:45:29
337,399,36,4,2025-06-24 08:00:58
338,393,43,4,2024-11-15 08:37:45
339,633,11,5,2024-01-15 14:37:50
340,381,30,2,2024-06-08 10:51:09
341,784,8,1,2023-10-11 22:03:48
342,562,9,5,2023-09-01 22:15:29
343,796,49,1,2024-10-19 22:50:48
344,76,17,2,2024-09-10 13:54:44
345,329,46,4,2023-12-14 04:53:10
346,415,22,5,2025-04-14 11:10:44
347,469,47,3,2024-05-15 21:23:10
348,891,17,2,2024-10-14 15:45:10
349,391,2,2,2025-04-17 22:21:40
350,743,16,5,2025-05-22 11:53:26
351,509,18,4,2024-07-24 10:15:53
352,393,6,4,2024-09-22 03:54:18
353,504,37,2,2024-04-22 15:12:12
354,824,26,2,2024-12-19 04:33:18
355,389,49,3,2025-03-15 12:48:17
356,646,48,2,2023-11-15 19:43:23
357,486,30,2,2024-04-26 19:26:58
358,361,13,4,2024-07-14 05:39:27
359,103,11,3,2024-05-28 14:48:22
360,276,39,4,2023-08-27 03:32:55
361,30,31,5,2024-01-31 23:01:52
362,508,25,4,2024-05-13 22:56:06
363,968,37,2,2024-03-08 14:49:51
364,685,38,3,2025-03-23 01:36:07
365,209,5,1,2024-04-20 00:07:00
366,551,38,2,2025-05-22 23:17:30
367,909,4,3,2024-03-01 00:02:59
368,931,30,4,2025-06-29 07:08:17
369,294,1,2,2023-11-12 17:29:25
370,807,14,2,2025-01-04 23:20:25
371,686,12,5,2024-09-09 19:10:27
372,258,37,5,2023-09-25 05:08:53
373,961,8,4,2024-09-21 16:53:15
374,548,27,4,2024-03-16 04:52:03
375,391,43,3,2024-10-29 03:22:40
376,794,22,5,2025-04-14 00:03:33
377,608,14,2,2024-09-09 17:51:20
378,651,32,3,2023-08-29 16:41:59
379,982,19,1,2024-11-18 02:27:09
380,622,5,3,2025-05-14 07:54:48
381,936,25,4,2024-10-27 20:59:51
382,81,36,4,2025-06-23 14:08:15
383,366,7,5,2024-08-14 10:11:26
384,539,8,4,2024-07-23 12:59:51
385,471,41,5,2024-03-22 15:39:34
386,633,21,1,2024-06-28 11:35:56
387,516,24,3,2025-05-23 21:28:40
388,440,46,5,2025-06-17 21:46:08
389,512,8,1,2023-09-13 11:42:39
390,304,48,4,2024-11-24 06:44:19
391,778,40,2,2024-03-22 12:48:43
392,461,18,4,2024-09-09 20:35:41
393,752,43,3,2024-12-12 17:58:07
394,304,19,1,2025-02-01 17:47:16
395,716,14,1,2024-10-19 14:55:47
396,829,6,2,2024-05-23 04:15:07
397,584,36,2,2023-09-05 13:10:16
398,799,8,5,2024-05-01 10:22:51
399,699,13,4,2023-11-10 11:03:59
400,909,13,2,2024-11-01 23:42:07
401,594,36,1,2023-11-28 06:53:38
402,409,17,2,2025-02-20 07:52:06
403,796,8,3,2023-11-14 12:37:46
404,299,32,4,2024-11-13 20:41:41
405,510,22,1,2024-02-02 00:16:26
406,316,31,3,2024-12-19 10:29:47
407,899,45,2,2024-09-10 17:52:05
408,350,36,2,2025-04-28 02:37:14
409,23,44,5,2024-02-12 01:47:38
410,609,2,1,2023-09-27 06:28:56
411,946,8,2,2024-03-12 07:50:15
412,450,7,3,2024-07-06 04:35:29
413,963,44,1,2024-12-15 15:55:57
414,179,29,4,2024-10-17 01:15:53
415,210,21,2,2025-03-30 22:03:35
416,322,15,2,2023-10-06 23:02:15
417,201,19,2,2025-06-12 16:11:10
418,135,4,1,2023-11-20 08:03:49
419,164,24,4,2024-12-11 07:02:46
420,982,17,2,2024-01-18 04:04:37
421,247,42,2,2023-10-04 19:46:42
422,290,20,2,2023-10-05 05:54:23
423,33,5,2,2024-12-27 11:36:22
424,200,43,5,2025-05-01 10:55:16
425,224,40,4,2025-03-06 16:17:22
426,692,2,2,2025-01-15 04:33:28
427,263,34,4,2024-06-23 16:10:37
428,237,22,5,2024-07-09 23:52:27
429,853,14,4,2025-01-27 17:29:14
430,454,2,4,2024-03-01 03:32:51
431,473,4,4,2024-04-16 10:50:28
432,851,35,3,2023-12-14 21:58:55
433,514,23,4,2025-02-22 01:31:42
434,142,33,5,2024-12-10 01:27:32
435,414,9,4,2025-05-26 14:30:45
436,430,4,2,2025-04-11 20:18:47
437,452,32,1,2024-11-26 02:47:15
438,293,47,2,2024-04-19 09:58:05
439,429,35,5,2024-08-26 21:12:43
440,723,47,4,2024-05-17 18:42:57
441,956,20,5,2025-05-21 21:43:20
442,807,7,4,2024-01-04 12:21:25
443,411,23,1,2024-11-11 18:00:39
444,547,16,5,2025-05-11 05:20:01
445,955,23,4,2023-08-28 06:37:13
446,41,30,4,2024-05-17 18:57:23
447,282,6,3,2024-07-25 04:06:40
448,748,8,5,2025-04-25 03:44:55
449,736,33,3,2025-01-12 02:05:22
450,299,11,5,2024-03-04 19:53:02
451,100,28,1,2024-01-26 00:10:06
452,497,27,1,2025-05-12 06:24:28
453,247,37,1,2025-07-06 11:53:01
454,628,35,3,2024-01-07 18:29:00
455,135,35,4,2025-04-15 21:33:24
456,287,4,2,2025-03-03 17:44:51
457,579,3,5,2025-01-02 20:49:25
458,776,17,2,2024-10-10 07:55:12
459,601,30,2,2025-03-17 21:37:02
460,808,15,2,2023-10-18 11:29:47
461,382,42,2,2024-02-04 11:57:47
462,876,20,5,2024-01-30 22:10:33
463,564,4,5,2025-08-11 23:33:59
464,583,8,1,2024-10-26 00:26:58
465,180,18,4,2024-05-15 01:08:24
466,429,4,2,2024-12-03 19:57:59
467,290,4,3,2024-05-31 15:13:33
468,382,36,5,2025-04-24 20:29:11
469,870,33,2,2024-09-06 11:12:33
470,874,39,5,2023-09-14 07:13:28
471,566,15,1,2024-09-21 11:34:31
472,804,22,3,2024-01-15 13:33:34
473,174,28,2,2024-11-10 07:53:34
474,348,13,5,2024-11-22 13:03:15
475,628,25,1,2024-01-19 11:41:02
476,169,36,4,2025-03-24 20:23:38
477,895,33,1,2024-10-25 18:42:55
478,459,46,3,2024-04-12 23:59:01
479,17,50,3,2024-07-24 23:00:44
480,814,7,3,2024-07-16 17:01:12
481,973,39,3,2025-05-22 04:15:00
482,244,45,1,2023-09-18 20:38:11
483,701,11,3,2025-02-15 21:57:04
484,556,14,4,2025-03-27 15:04:20
485,705,39,4,2023-12-23 10:48:47
486,526,20,3,2025-07-25 16:39:50
487,166,47,2,2024-12-18 04:49:45
488,900,11,5,2025-04-07 12:38:17
489,311,25,4,2024-07-28 10:05:13
490,39,29,1,2024-11-21 23:54:35
491,25,33,4,2024-12-29 16:02:00
492,180,23,2,2025-07-04 13:58:44
493,391,21,3,2025-07-22 23:53:16
494,420,7,1,2025-04-23 19:11:38
495,306,35,1,2024-09-26 04:11:55
496,763,2,5,2024-06-01 12:25:33
497,660,18,3,2024-02-28 08:03:47
498,874,13,4,2023-11-12 10:51:47
499,614,18,1,2023-09-07 15:49:12
500,404,44,1,2025-03-09 06:52:15
501,857,32,2,2025-01-13 23:54:12
502,626,29,5,2024-01-07 11:47:00
503,933,12,4,2024-05-04 07:33:17
504,507,2,3,2025-06-07 23:51:11
505,338,11,5,2024-10-23 10:39:27
506,146,48,4,2025-01-29 18:31:34
507,59,22,1,2024-05-07 20:06:08
508,772,35,1,2024-03-10 19:11:50
509,220,33,5,2025-07-13 03:00:38
510,286,45,5,2024-01-25 19:03:51
511,598,15,4,2023-10-22 20:45:39
512,522,41,1,2025-02-08 06:27:28
513,947,26,2,2024-12-01 10:45:53
514,833,47,3,2024-12-23 12:06:31
515,115,48,5,2024-11-04 02:33:20
516,216,7,4,2024-10-28 00:39:21
517,778,25,2,2024-08-24 19:49:58
518,624,19,5,2025-07-18 00:13:37
519,111,42,5,2024-04-14 02:00:24
520,618,27,4,2024-08-22 12:36:07
521,445,2,4,2025-07-02 23:45:25
522,46,46,1,2024-10-18 06:41:23
523,894,43,1,2024-08-23 01:45:12
524,253,33,5,2025-06-30 09:45:33
525,933,47,2,2025-02-07 01:39:41
526,309,35,5,2024-02-28 13:05:52
527,478,43,3,2023-12-12 05:23:04
528,286,28,3,2024-09-26 10:10:44
529,634,31,5,2023-12-22 16:37:14
530,77,30,4,2025-04-05 00:26:20
531,753,40,5,2023-10-10 08:38:40
532,102,49,1,2024-12-27 00:23:41
533,732,45,4,2024-03-19 16:11:36
534,929,44,3,2023-09-07 11:30:49
535,327,10,3,2024-11-25 07:44:08
536,691,5,1,2024-02-25 06:28:28
537,512,1,4,2024-09-09 00:35:44
538,350,36,4,2025-04-12 16:22:28
539,558,40,2,2024-02-20 12:47:39
540,565,29,2,2025-05-03 04:02:51
541,570,28,1,2025-01-24 00:01:25
542,916,34,1,2024-04-11 16:51:53
543,242,10,5,2024-01-16 13:30:07
544,287,37,1,2023-11-08 16:23:26
545,527,6,4,2024-01-10 22:27:29
546,174,33,3,2024-06-21 16:06:48
547,822,9,2,2023-09-22 22:31:55
548,842,15,4,2024-04-03 19:31:20
549,164,41,1,2025-01-14 16:56:31
550,274,36,3,2023-09-16 10:49:31
551,389,22,1,2023-12-03 15:12:48
552,953,50,4,2023-11-30 18:03:52
553,971,31,3,2025-04-29 08:30:20
554,488,40,2,2024-06-20 04:24:49
555,782,1,1,2024-06-02 07:42:55
556,131,43,3,2024-10-17 13:15:39
557,402,40,1,2024-08-04 07:23:55
558,923,42,5,2025-02-11 01:44:38
559,131,5,2,2024-10-03 08:48:49
560,632,27,1,2025-02-27 12:55:07
561,903,42,3,2024-08-02 12:36:20
562,86,47,1,2025-04-05 21:58:17
563,381,28,3,2024-01-16 14:23:54
564,960,4,2,2025-02-14 01:19:22
565,520,41,4,2024-12-13 15:07:27
566,119,32,1,2024-01-22 07:09:53
567,443,25,1,2024-09-28 05:52:30
568,127,44,5,2025-05-29 21:34:28
569,328,48,4,2023-11-14 15:27:20
570,159,24,5,2023-11-06 12:17:18
571,85,21,2,2024-05-23 02:47:14
572,983,50,4,2023-08-26 10:29:03
573,209,19,4,2025-01-01 15:08:14
574,396,10,4,2024-06-03 13:37:31
575,818,2,2,2025-03-26 13:29:24
576,524,24,3,2024-10-28 09:53:34
577,403,16,1,2025-08-16 21:56:40
578,696,50,5,2025-06-29 14:09:30
579,15,43,3,2024-03-23 23:22:44
580,247,48,2,2025-05-13 19:03:34
581,161,15,3,2024-09-09 06:34:11
582,448,21,3,2023-10-26 09:40:33
583,795,23,3,2024-02-03 04:19:06
584,230,23,2,2023-12-18 01:58:15
585,590,11,3,2025-06-14 08:36:44
586,984,8,4,2024-04-21 10:35:34
587,325,41,1,2024-02-27 22:37:04
588,308,34,3,2024-08-07 13:01:12
589,806,2,1,2025-05-29 05:09:30
590,707,23,4,2024-04-06 17:59:05
591,268,31,3,2024-12-03 07:55:05
592,755,12,2,2023-11-13 23:18:26
593,25,13,3,2024-12-24 09:06:21
594,39,16,3,2024-05-27 21:11:12
595,171,33,2,2024-09-24 10:30:04
596,178,10,1,2023-11-30 02:16:31
597,570,5,2,2023-11-28 13:53:37
598,548,16,4,2024-12-19 16:19:12
599,727,33,3,2023-10-08 14:10:31
600,862,22,1,2024-11-14 19:54:46
601,911,5,2,2024-04-13 15:29:01
602,987,14,5,2023-09-03 03:05:25
603,893,41,2,2024-03-09 01:11:32
604,77,23,1,2024-04-20 10:50:32
605,661,25,3,2025-07-04 14:07:45
606,998,34,5,2025-04-29 03:36:56
607,320,30,2,2025-05-28 19:54:52
608,1000,37,4,2024-02-07 02:42:24
609,289,16,5,2025-07-16 14:21:28
610,851,43,4,2025-05-19 16:34:29
611,733,47,2,2024-05-26 21:29:06
612,150,17,4,2024-04-18 07:30:21
613,142,39,4,2024-06-15 08:07:43
614,975,17,4,2023-08-20 20:22:26
615,868,44,2,2025-02-23 05:17:30
616,208,31,3,2025-07-27 03:56:53
617,992,2,5,2025-02-11 21:00:40
618,676,19,3,2025-05-02 05:04:09
619,46,48,2,2025-08-06 18:07:33
620,375,31,4,2024-12-05 20:35:28
621,880,38,2,2024-05-26 01:06:38
622,29,19,2,2024-06-30 22:07:00
623,266,24,5,2024-08-04 19:49:47
624,52,31,3,2024-11-03 02:42:27
625,529,33,5,2023-12-24 21:26:10
626,291,33,5,2024-01-29 21:23:19
627,298,3,1,2025-06-12 01:14:17
628,72,19,5,2025-04-01 03:37:29
629,719,42,1,2024-03-28 16:27:35
630,965,48,5,2024-02-06 13:22:08
631,828,10,1,2025-01-26 17:18:09
632,257,13,4,2025-06-26 00:20:29
633,994,50,2,2025-01-21 12:19:34
634,288,20,4,2024-08-17 11:29:46
635,24,12,1,2024-11-22 13:26:24
636,562,43,4,2024-01-25 10:18:46
637,684,15,4,2024-02-26 23:06:59
638,457,38,3,2024-05-25 21:46:10
639,503,32,4,2025-07-02 10:15:17
640,880,13,3,2023-09-15 11:46:09
641,660,13,4,2024-07-07 08:32:56
642,813,5,1,2024-02-10 07:36:50
643,308,2,2,2024-10-26 04:08:47
644,647,39,3,2024-11-04 16:30:44
645,741,9,1,2024-09-11 18:14:37
646,423,17,5,2024-02-18 02:27:10
647,455,13,3,2024-04-05 03:27:02
648,406,49,3,2024-08-16 08:28:40
649,487,24,2,2024-03-24 04:02:50
650,908,10,5,2023-10-16 02:23:00
651,658,37,3,2025-04-25 18:57:32
652,646,39,2,2023-10-12 18:16:46
653,249,23,2,2025-04-24 11:20:43
654,799,24,4,2024-04-13 19:57:21
655,349,36,3,2024-10-07 04:15:37
656,174,1,1,2024-02-03 14:26:11
657,123,1,4,2024-01-03 18:29:11
658,511,3,5,2023-12-26 03:30:21
659,47,10,5,2025-08-16 11:23:04
660,38,27,3,2024-05-09 12:31:32
661,252,37,2,2024-06-01 11:04:39
662,633,5,4,2024-02-03 01:09:21
663,866,37,3,2024-06-18 12:02:18
664,387,38,5,2024-04-06 12:25:59
